p, 101
b, 102
t, 103
d, 104
k, 109
ɡ, 110
ʔ, 113
m, 114
n, 116
ŋ, 119
f, 128
v, 129
θ, 130
ð, 131
s, 132
z, 133
ʃ, 134
ʒ, 135
h, 146
ɹ, 151
j, 153
l, 155
t͡ʃ, 103+433+134
d͡ʒ, 104+433+135
i, 301
u, 308
ɪ, 319
e, 302
ə, 322
ɛ, 303
ɔ, 306
æ, 325
ɐ, 324
a, 304
ɑ, 305
